row,DR_1-146,DR_1-147,DR_1-148,DR_1-149,DR_10-141,DR_10-142,DR_10-143,DR_10-144,DR_10-145,DR_11-136,DR_11-137,DR_11-138,DR_12-140,DR_12-141,DR_12-142,DR_12-143,DR_12-144,DR_13-139,DR_13-140,DR_13-141,DR_13-142,DR_14-139,DR_14-140,DR_14-141,DR_14-142,DR_15-147,DR_15-148,DR_15-149,DR_15-150,DR_16-145,DR_16-146,DR_16-147,DR_17-142,DR_17-143,DR_17-144,DR_17-145,DR_18-133,DR_19-138,DR_19-139,DR_19-140,DR_19-141,DR_2-140,DR_2-141,DR_2-142,DR_20-139,DR_20-140,DR_21-77,DR_21-78,DR_21-79,DR_21-80,DR_21-81,DR_22-71,DR_22-72,DR_22-73,DR_22-74,DR_23-76,DR_23-77,DR_23-78,DR_3-141,DR_3-142,DR_3-143,DR_3-144,DR_4-150,DR_4-151,DR_4-152,DR_5-129,DR_5-130,DR_5-131,DR_6-144,DR_6-145,DR_6-146,DR_6-147,DR_7-150,DR_7-151,DR_7-152,DR_7-153,DR_8-127,DR_8-128,DR_8-129,DR_8-130,DR_8-131,DR_9-143,DR_9-144,DR_9-145,DR_9-146
77,0,0,1,0,,0,0,0,,0,0,0,1,0,0,0,,0,0,1,,0,0,0,,0,0,1,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,,0,1,0,0,,0,0,0,0
78,0,0,0,1,,0,0,0,,0,0,0,1,0,0,0,,1,1,1,,1,0,0,,0,0,0,,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,0,,0,0,1,1,,0,0,0,0
79,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,1,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,,0,0,0,0
80,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,1,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,1
81,0,0,0,1,,0,0,0,,0,0,0,0,0,0,1,,0,0,0,,1,0,0,,0,0,0,,0,0,,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,,0,1,0,0,,0,0,0,1
82,0,0,0,1,,1,0,0,,0,0,1,0,0,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,1,0,0,1,0,1,,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,0,,0,1,0,0,,0,0,0,0
83,0,0,0,0,,0,0,0,,0,1,1,0,0,0,1,,0,0,0,,0,0,0,,0,0,1,,0,0,,1,0,0,0,0,1,0,0,,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,,0,1,0,0,,0,0,0,0
84,0,0,0,0,,0,1,0,,0,0,1,0,0,0,1,,1,1,0,,1,0,0,,0,0,0,,0,0,,1,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,1,,0,0,0,,0,0,0,0,,0,0,0,0
85,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,,0,0,1,0,0,0,0,0,0,,0,0,0,,1,0,0,,0,0,0,0,,0,0,0,0
86,0,1,1,0,,0,1,0,,0,0,0,0,0,0,0,,1,1,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0
87,0,1,0,0,,1,0,0,,0,0,0,0,1,0,0,,0,1,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,,0,0,0,,0,0,0,,0,0,0,0,,1,0,0,1
88,0,1,0,0,,0,0,1,,0,0,0,0,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,0,0,0,,1,0,0,,0,0,0,0,,0,0,0,0
89,0,1,1,0,,0,0,1,,0,0,0,1,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0
90,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,1,,0,0,1,0,0,1,0,0,1,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,1,0
91,1,0,1,0,,1,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,1,1,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,1,0,0,0
92,,1,1,,,0,0,0,,0,0,0,1,0,0,0,,0,0,0,,1,0,0,,0,0,0,,0,0,,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,1,0,,0,0,1,0,0,0,,0,,0,0,0,0,1,0,0,,0,0,0,,0,1,0,,0,0,0,0,,0,0,0,0
93,,0,0,,,1,1,0,,0,0,0,0,1,0,0,,0,0,0,,0,0,0,,0,0,1,,0,0,,1,0,1,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,1,0,,0,0,0,1,,0,0,0,1
94,,0,0,,,0,0,0,,0,0,0,1,0,0,0,,1,0,0,,0,0,0,,0,0,0,,0,1,,0,0,1,0,0,0,0,1,,0,0,0,0,0,,1,0,0,,0,0,0,0,0,0,,0,,1,0,0,0,0,1,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,1
95,,,0,,,0,0,0,,0,0,1,0,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,,0,0,0,0,0,0,0,1,,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,,0,,0,0,0,0,0,1,0,,0,1,0,,1,1,0,,0,0,0,1,,0,0,0,0
96,,,1,,,0,0,1,,0,0,0,0,0,1,1,,0,0,0,,0,0,0,,0,,0,,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,0,0,,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,0
97,,,0,,,0,0,0,,0,0,0,1,0,0,0,,1,0,0,,0,0,0,,0,,0,,0,1,,0,1,0,0,0,0,0,0,,0,,0,1,0,,1,1,1,,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0
98,,,0,,,0,0,1,,0,0,0,0,0,1,0,,0,0,0,,0,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,1,0,1,,0,0,0,,0,0,,0,,0,0,0,0,0,1,0,,0,0,0,,1,0,0,,0,0,0,0,,1,0,0,0
99,,,0,,,0,0,1,,0,,1,1,,0,1,,0,0,0,,1,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,1,,0,0,0,,0,0,,0,,1,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,0,0,0
100,,,1,,,0,0,0,,0,,0,,,1,0,,1,0,0,,0,0,0,,0,,0,,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,,1,0,0,0,1,0,0,,0,0,0,,0,0,0,,0,0,0,0,,,0,0,0
101,,,0,,,,0,0,,0,,0,,,1,1,,0,,1,,0,0,0,,0,,0,,0,0,,,,0,0,0,,0,1,,0,,1,0,0,,0,,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,,,,1,0,,0,0,0,0,,,0,0,0
102,,,1,,,,0,0,,0,,0,,,0,0,,0,,1,,0,0,0,,0,,0,,0,0,,,,0,0,0,,0,0,,0,,0,0,0,,0,,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,,,,0,0,,0,0,1,0,,,0,0,
103,,,0,,,,0,0,,0,,0,,,0,0,,0,,0,,0,0,1,,0,,0,,0,0,,,,0,0,0,,0,0,,0,,0,0,0,,0,,0,,0,1,0,,0,,,0,,1,0,0,0,0,0,0,,0,1,,,,0,0,,0,0,0,0,,,1,0,
104,,,0,,,,1,0,,0,,0,,,0,0,,0,,0,,0,0,0,,0,,0,,0,0,,,,0,0,0,,0,0,,0,,0,0,0,,1,,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,0,,,0,0,
105,,,,,,,0,0,,0,,1,,,0,0,,0,,0,,0,0,0,,0,,0,,0,0,,,,0,0,1,,0,0,,0,,0,1,0,,0,,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,,,,0,0,
106,,,,,,,0,1,,0,,1,,,0,0,,1,,0,,1,0,0,,0,,0,,0,0,,,,1,0,0,,0,0,,0,,0,1,0,,0,,0,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,,,,0,0,
107,,,,,,,0,0,,0,,0,,,0,,,0,,0,,1,0,0,,0,,0,,0,0,,,,,0,0,,0,1,,0,,0,0,0,,0,,0,,0,0,0,,0,,,0,,0,0,0,0,0,1,0,,0,,,,,1,0,,0,0,0,,,,0,1,
108,,,,,,,0,0,,0,,0,,,0,,,0,,0,,0,0,0,,0,,0,,0,0,,,,,,0,,0,0,,0,,0,0,0,,0,,0,,0,1,0,,0,,,0,,0,0,0,0,0,0,0,,0,,,,,0,0,,0,0,0,,,,0,,
109,,,,,,,0,0,,0,,1,,,0,,,0,,1,,0,0,0,,0,,,,0,0,,,,,,0,,0,0,,0,,0,0,0,,0,,0,,0,0,0,,0,,,0,,0,1,0,0,0,0,0,,0,,,,,0,0,,0,0,0,,,,0,,
110,,,,,,,0,0,,,,0,,,0,,,1,,0,,,0,0,,0,,,,0,0,,,,,,0,,0,0,,0,,,0,0,,0,,0,,0,1,0,,0,,,0,,0,,,0,1,0,0,,0,,,,,,0,,0,0,0,,,,0,,
111,,,,,,,0,0,,,,0,,,0,,,,,0,,,0,1,,0,,,,0,0,,,,,,0,,0,0,,,,,,0,,0,,0,,0,0,0,,0,,,0,,0,,,0,0,0,0,,0,,,,,,0,,,1,0,,,,0,,
112,,,,,,,0,0,,,,0,,,0,,,,,0,,,0,0,,0,,,,0,0,,,,,,0,,0,0,,,,,,0,,0,,0,,0,0,0,,0,,,0,,0,,,0,0,0,0,,0,,,,,,0,,,1,0,,,,0,,
113,,,,,,,0,,,,,,,,0,,,,,,,,0,0,,0,,,,0,0,,,,,,0,,0,0,,,,,,0,,0,,0,,0,0,0,,0,,,0,,0,,,0,0,0,0,,0,,,,,,0,,,1,0,,,,0,,
114,,,,,,,0,,,,,,,,0,,,,,,,,0,1,,0,,,,0,1,,,,,,0,,0,0,,,,,,,,0,,0,,0,0,0,,0,,,0,,0,,,0,0,0,0,,0,,,,,,0,,,,0,,,,0,,
115,,,,,,,0,,,,,,,,0,,,,,,,,0,0,,,,,,0,0,,,,,,0,,0,0,,,,,,,,0,,0,,0,0,,,0,,,,,0,,,,0,1,,,0,,,,,,0,,,,1,,,,0,,
116,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,1,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
